# Program:featureCounts v1.5.0-p3; Command:"/grp/gf/bin/bpucker/featureCounts/subread-1.5.0-p3-Linux-x86_64/bin/featureCounts" "-t" "gene" "-g" "old_locus_tag" "-a" "/vol/cluster-data/bpucker/nadja/ATCC13032.gff" "-o" "/vol/cluster-data/bpucker/nadja/results/WT_delcrtR_dunkel.count_table.txt" "/vol/cluster-data/bpucker/nadja/results/WT_delcrtR_dunkel/Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/vol/cluster-data/bpucker/nadja/results/WT_delcrtR_dunkel/Aligned.sortedByCoord.out.bam
cg3409	NC_006958.1	3260698	3261498	-	801	2917
cg3410	NC_006958.1	3261573	3261920	+	348	158
cg3411	NC_006958.1	3261993	3262196	+	204	356
cg3412	NC_006958.1	3262276	3262623	-	348	67
cg3413	NC_006958.1	3262616	3263329	-	714	230
cg3414	NC_006958.1	3263330	3263935	-	606	464
cg3415	NC_006958.1	3263928	3265412	-	1485	976
cg3418	NC_006958.1	3266805	3269318	+	2514	727
cg3419	NC_006958.1	3269371	3272715	+	3345	1760
cg3420	NC_006958.1	3272969	3273574	+	606	14
cg3422	NC_006958.1	3273679	3274632	+	954	3611
cg3423	NC_006958.1	3274717	3275040	+	324	1860
cg3424	NC_006958.1	3275117	3276307	+	1191	3999
cg3425	NC_006958.1	3276304	3276924	-	621	567
cg3426	NC_006958.1	3276941	3278080	-	1140	1827
cg3427	NC_006958.1	3278140	3279063	-	924	2180
cg3428	NC_006958.1	3279169	3279798	-	630	1137
cg3429	NC_006958.1	3279987	3280940	-	954	3404
cg3431	NC_006958.1	3281276	3281677	-	402	1277
cg3432	NC_006958.1	3281717	3281860	-	144	2557
